Job Title,Company Name,Location,URL,Company Location,company size,Industry_stats,Job Qualifications,Job Skills,Job Skills,Job Skills,Profile,Skills,Type,Work Hours,,
Data Scientist,Talent Insider,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4000433002&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=250,Jakarta Metropolitan Area,11-50 employees,"Technology, Information and Internet  11-50 employees   45 on LinkedIn",,"Skills: Data Science, Technical Specs, +8 more","Business Requirements, Data Analytics, Data Engineering, Data Science, Data Visualization, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, Statistical Data Analysis, and Technical Specs",Try Premium for IDR0,Talent Insider,"Business Requirements, Data Analytics, Data Engineering, Data Science, Data Visualization, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, Statistical Data Analysis, and Technical Specs",On-site,Full-time,,
Principal Data Scientist,Talent Insider,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3996465698&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=250,"Jakarta, Jakarta, Indonesia",11-50 employees,"Technology, Information and Internet  11-50 employees   45 on LinkedIn",,"Skills: Data Science, Pattern Recognition, +8 more","Apache Spark, Data Analysis, Data Analytics, Data Mining, Data Science, Deep Learning, Machine Learning, Pattern Recognition, R (Programming Language), and TensorFlow",Try Premium for IDR0,Talent Insider,"Apache Spark, Data Analysis, Data Analytics, Data Mining, Data Science, Deep Learning, Machine Learning, Pattern Recognition, R (Programming Language), and TensorFlow",On-site,Full-time,,
Sr Data Scientist,JULO,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3779650849&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=250,"Jakarta, Jakarta, Indonesia","501-1,000 employees","Financial Services  501-1,000 employees   812 on LinkedIn",,1 school alum works here,"A/B Testing, Applied Mathematics, Bahasa Indonesia, Data Science, Mathematics, Modeling, Optimization, Quantitative Analytics, Statistical Analysis, and Statistics","Skills: Statistical Analysis, Applied Mathematics, +8 more",JULO,"A/B Testing, Applied Mathematics, Bahasa Indonesia, Data Science, Mathematics, Modeling, Optimization, Quantitative Analytics, Statistical Analysis, and Statistics",Hybrid,Full-time,,
Senior Data Engineer,Funding Societies | Modalku Group,10 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4008264464&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=275,"Jakarta, Jakarta, Indonesia",201-500 employees,Financial Services  201-500 employees   523 on LinkedIn,,"Skills: Problem Solving, Data Models, +8 more","Business Requirements, Communication, Computer Science, Data Analytics, Data Engineering, Data Models, Data Quality, Data Science, Data Warehousing, and Problem Solving",Try Premium for IDR0,Funding Societies | Modalku Group,"Business Requirements, Communication, Computer Science, Data Analytics, Data Engineering, Data Models, Data Quality, Data Science, Data Warehousing, and Problem Solving",Remote,Full-time,,
Data Engineer Academic Instructor,Alterra Indonesia,10 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3831153449&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=275,Jakarta Metropolitan Area,201-500 employees,IT Services and IT Consulting  201-500 employees   137 on LinkedIn,,"Skills: Data Engineering, Communication, +8 more","Communication, Computer Science, Data Engineering, Data Modeling, Data Science, Data Warehousing, Databases, Extract, Transform, Load (ETL), Presentation Skills, and Presentations",Try Premium for IDR0,Alterra Indonesia,"Communication, Computer Science, Data Engineering, Data Modeling, Data Science, Data Warehousing, Databases, Extract, Transform, Load (ETL), Presentation Skills, and Presentations",On-site,Full-time,,
Artificial Intelligence Engineer,Talent Insider,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3978987277&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=300,Jakarta Metropolitan Area,11-50 employees,"Technology, Information and Internet  11-50 employees   45 on LinkedIn",,"Skills: Machine Learning, Artificial Intelligence (AI), +8 more","Artificial Intelligence (AI), Computer Science, Computer Vision, Data Science, Image Processing, Machine Learning, Natural Language Processing (NLP), Pattern Recognition, Problem Solving, and Speech Recognition",Try Premium for IDR0,Talent Insider,"Artificial Intelligence (AI), Computer Science, Computer Vision, Data Science, Image Processing, Machine Learning, Natural Language Processing (NLP), Pattern Recognition, Problem Solving, and Speech Recognition",On-site,Full-time,,
Data Engineer,Esha Param Technologist,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017510683&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=300,"Jakarta, Indonesia",,,"Apache Spark, Data Analysis, Data Analytics, Data Engineering, Data Marts, Data Science, Data Warehousing, Databases, Extract, Transform, Load (ETL), and OLAP Cubes","Skills: Data Marts, OLAP Cubes, +8 more",2+ years of work experience with Data Engineering,Try Premium for IDR0,,2+ years of work experience with Data Engineering,On-site,Contract,,
Lead Data Engineer,Aliz,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3994132976&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=300,"Jakarta, Indonesia",51-200 employees,IT Services and IT Consulting  51-200 employees   192 on LinkedIn,"Cloud Computing, Data Pipelines, Data Warehousing, English, Google Cloud Platform (GCP), Java, Presales, Python (Programming Language), SQL, and Technical Leadership","Skills: Python (Programming Language), SQL, +8 more","Cloud Computing, Data Pipelines, Data Warehousing, English, Google Cloud Platform (GCP), Java, Presales, Python (Programming Language), SQL, and Technical Leadership",Try Premium for IDR0,Aliz,"Cloud Computing, Data Pipelines, Data Warehousing, English, Google Cloud Platform (GCP), Java, Presales, Python (Programming Language), SQL, and Technical Leadership",Hybrid,Full-time,,
Data Engineer,Esha Parama Technologys,18 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4016445800&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=300,"Jakarta, Indonesia",,,,,,Try Premium for IDR0,,,On-site,Contract,,
"Senior PostgreSQL Developer, Product Support Team (Bangkok based, relocation provided)",Agoda,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3915447456&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,"Jakarta, Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn",,"Skills: PostgreSQL, Database Development, +8 more","Computer Science, Containerization, Data Architecture, Database Development, Databases, PostgreSQL, Query Optimization, SQL, SharePoint Server, and Stored Procedures",Try Premium for IDR0,Agoda,"Computer Science, Containerization, Data Architecture, Database Development, Databases, PostgreSQL, Query Optimization, SQL, SharePoint Server, and Stored Procedures",Hybrid,Full-time,,
"Data Science Manager (Bangkok based, relocation provided)",Agoda,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3999947973&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,"Jakarta, Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn",,"Skills: Predictive Modeling, Data Science, +8 more","Business Insights, Cost Engineering, Data Analytics, Data Science, Market Analysis, Neural Networks, Predictive Modeling, Quantitative Data, User Experience (UX), and User Interface Design",Try Premium for IDR0,Agoda,"Business Insights, Cost Engineering, Data Analytics, Data Science, Market Analysis, Neural Networks, Predictive Modeling, Quantitative Data, User Experience (UX), and User Interface Design",Hybrid,Full-time,,
"Manager, Fintech Data & Automation (Based in Bangkok, relocation provided)",Agoda,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4004141903&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,"Jakarta, Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn",,"Skills: Vendor Relations, Interpersonal Skills, +8 more","Data Analytics, E-Commerce, Enterprise Resource Planning (ERP), Infor Enterprise Resource Planning (ERP), Interpersonal Skills, Oracle Fusion Middleware, Stakeholder Management, Systems Management, Vendor Management, and Vendor Relations",Try Premium for IDR0,Agoda,"Data Analytics, E-Commerce, Enterprise Resource Planning (ERP), Infor Enterprise Resource Planning (ERP), Interpersonal Skills, Oracle Fusion Middleware, Stakeholder Management, Systems Management, Vendor Management, and Vendor Relations",,Full-time,,
Senior Data Analyst (Marketing Analytics),Traveloka,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3909114927&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,Jakarta Metropolitan Area,"1,001-5,000 employees","Software Development  1,001-5,000 employees   3,145 on LinkedIn",,3 school alumni work here,"Analytics, Big Data, Data Analytics, Data Mining, Data Science, Google BigQuery, Pattern Recognition, R (Programming Language), SQL, and Statistical Analysis","Skills: Statistical Analysis, Data Mining, +8 more",Traveloka,"Analytics, Big Data, Data Analytics, Data Mining, Data Science, Google BigQuery, Pattern Recognition, R (Programming Language), SQL, and Statistical Analysis",On-site,Full-time,,
Senior Product Analyst - Platform,Traveloka,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3987458559&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,Jakarta Metropolitan Area,"1,001-5,000 employees","Software Development  1,001-5,000 employees   3,145 on LinkedIn",,3 school alumni work here,"Analytical Skills, Business Insights, Communication, Data Analytics, Marketing Analytics, Problem Solving, Product Analysis, Product Requirements, Project Management, and Web Technologies","Skills: Product Requirements, Web Technologies, +8 more",Traveloka,"Analytical Skills, Business Insights, Communication, Data Analytics, Marketing Analytics, Problem Solving, Product Analysis, Product Requirements, Project Management, and Web Technologies",On-site,Full-time,,
"Fraud Analytics - Business Intelligence & Planning, ShopeeFood",Shopee,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3769712613&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,"Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   45,692 on LinkedIn",,11 school alumni work here,"Analytical Skills, Communication, Fraud Analysis, Fraud Detection, Fraud Investigations, Fraud Prevention, Problem Solving, Project Management, Stakeholder Management, and Structured Thinking","Skills: Structured Thinking, Stakeholder Management, +8 more",Shopee,"Analytical Skills, Communication, Fraud Analysis, Fraud Detection, Fraud Investigations, Fraud Prevention, Problem Solving, Project Management, Stakeholder Management, and Structured Thinking",On-site,Full-time,,
Social Media Analyst,SuperApp (YC W18),5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4020979323&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,"Tangerang, Banten, Indonesia","1,001-5,000 employees","Technology, Information and Internet  1,001-5,000 employees   359 on LinkedIn",,3 school alumni work here,"Analytics, Data Analysis, Data Analytics, Data Science, Google Analytics, Performance Metrics, Quantitative Analytics, Social Media, Social Media Analytics, and Web Analytics","Skills: Social Media Analytics, Google Analytics, +8 more",SuperApp (YC W18),"Analytics, Data Analysis, Data Analytics, Data Science, Google Analytics, Performance Metrics, Quantitative Analytics, Social Media, Social Media Analytics, and Web Analytics",Hybrid,Full-time,,
Gojek - Senior Software Engineer - Data Science Platform,GoTo Group,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3953973245&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,"Jakarta, Jakarta, Indonesia","10,001+ employees","Software Development  10,001+ employees   20,519 on LinkedIn",,3 school alumni work here,"Back-End Web Development, Computer Architecture, Databases, Functionality, High Performance Computing (HPC), Interfaces, Java, Python (Programming Language), Relational Databases, and Reliability","Skills: Java, Databases, +8 more",GoTo Group,"Back-End Web Development, Computer Architecture, Databases, Functionality, High Performance Computing (HPC), Interfaces, Java, Python (Programming Language), Relational Databases, and Reliability",On-site,Full-time,,
Head of Actuarial Individual Pricing & Data Analytics (Great Eastern Life Indonesia),GREAT EASTERN,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4016497102&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,Jakarta Metropolitan Area,"1,001-5,000 employees","Insurance  1,001-5,000 employees   13,391 on LinkedIn",,"Skills: Insurance, Pricing Strategy, +8 more","Communication, English, Insurance, Insurance Industry, Persistence, Pricing Strategy, Problem Solving, Reinsurance, Team Management, and Variance Analysis",Try Premium for IDR0,GREAT EASTERN,"Communication, English, Insurance, Insurance Industry, Persistence, Pricing Strategy, Problem Solving, Reinsurance, Team Management, and Variance Analysis",On-site,Full-time,,
Data Analytics,ABeam Consulting Indonesia,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4016370549&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,"Jakarta, Jakarta, Indonesia",51-200 employees,Business Consulting and Services  51-200 employees   170 on LinkedIn,,"Skills: Data Analytics, Data Quality, +8 more","Analytics, Data Analysis, Data Analytics, Data Quality, Data Science, Data Visualization, Quality Assurance, Quantitative Analytics, SAS (Software), and Statistical Software",Try Premium for IDR0,ABeam Consulting Indonesia,"Analytics, Data Analysis, Data Analytics, Data Quality, Data Science, Data Visualization, Quality Assurance, Quantitative Analytics, SAS (Software), and Statistical Software",,Full-time,,
Data Analyst (Consumer Lending - Risk),Traveloka,5 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3909115863&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=325,Jakarta Metropolitan Area,"1,001-5,000 employees","Software Development  1,001-5,000 employees   3,145 on LinkedIn",,3 school alumni work here,"Analytics, Communication, Data Analytics, Data Manipulation, Data Visualization, Extract, Transform, Load (ETL), Google BigQuery, Presentations, Statistical Inference, and Statistics","Skills: Data Manipulation, Analytics, +8 more",Traveloka,"Analytics, Communication, Data Analytics, Data Manipulation, Data Visualization, Extract, Transform, Load (ETL), Google BigQuery, Presentations, Statistical Inference, and Statistics",On-site,Full-time,,
